"ciudad","fecha","pm","pme","n_deciles","afford_coca","afford_cona","gap_coca_pm","gap_cona_pm","gap_coca_pme","gap_cona_pme"
"BOGOTA",2018-01-01,14.0635500707455,2.63031510669835,10,1.6793893129771,11.9847328244275,-12.3841607577684,-2.07881724631804,-0.950925793721248,9.35441771772913
"BOGOTA",2018-02-01,16.1734020459207,3.8081304050262,10,2.67857142857143,14.5,-13.4948306173493,-1.67340204592072,-1.12955897645477,10.6918695949738
"BOGOTA",2018-03-01,13.0067189723466,2.90196853347712,10,1.94852941176471,10.5514705882353,-11.0581895605818,-2.45524838411126,-0.953439121712414,7.64950205475818
"BOGOTA",2018-04-01,11.4447827338617,2.17576414752134,10,1.5018315018315,9.48717948717949,-9.94295123203025,-1.95760324668226,-0.673932645689834,7.31141533965815
"BOGOTA",2018-05-01,10.1813002658867,2.05000375757993,10,1.44366197183099,9.04929577464789,-8.7376382940557,-1.1320044912388,-0.606341785748944,6.99929201706796
"BOGOTA",2018-06-01,13.2245304008476,2.8055337441516,10,1.98606271777003,11.5679442508711,-11.2384676830776,-1.65658614997656,-0.819471026381565,8.76241050671948
"BOGOTA",2018-07-01,11.4359784017522,2.30938785946052,10,0.867924528301887,8.49056603773585,-10.5680538734503,-2.94541236401634,-1.44146333115863,6.18117817827533
"BOGOTA",2018-08-01,12.4852797092195,2.05034505529644,10,0.811808118081181,10.7749077490775,-11.6734715911383,-1.71037196014202,-1.23853693721526,8.72456269378105
"BOGOTA",2018-09-01,12.0124091465031,1.89014425131724,10,0.925925925925926,10.0740740740741,-11.0864832205772,-1.93833507242907,-0.964218325391317,8.18392982275683
"BOGOTA",2018-10-01,11.6813719066308,1.56823416854471,10,1.18959107806691,10.4460966542751,-10.4917808285639,-1.23527525235573,-0.378643090477799,8.87786248573038
"BOGOTA",2018-11-01,12.5366075694917,2.96006101047224,10,1.5625,9.609375,-10.9741075694917,-2.92723256949171,-1.39756101047224,6.64931398952776
"BOGOTA",2018-12-01,10.8301228731853,3.1639742698366,10,1.88034188034188,8.8034188034188,-8.94978099284344,-2.02670406976651,-1.28363238949472,5.6394445335822
"BOGOTA",2019-01-01,27.447932343754,4.56181672352869,10,1.84615384615385,8.80769230769231,-25.6017784976001,-18.6402400360617,-2.71566287737484,4.24587558416362
"BOGOTA",2019-02-01,29.7555885897753,5.58462088509359,10,3.04511278195489,12.3308270676692,-26.7104758078204,-17.4247615221061,-2.5395081031387,6.74620618257558
"BOGOTA",2019-03-01,29.059099853128,4.19798993695043,10,2.04460966542751,9.77695167286245,-27.0144901877005,-19.2821481802656,-2.15338027152292,5.57896173591203
"BOGOTA",2019-04-01,26.4433761224494,5.33913280603237,10,2.50909090909091,10.4727272727273,-23.9342852133585,-15.9706488497221,-2.83004189694146,5.13359446669491
"BOGOTA",2019-05-01,25.2643489066512,3.30924512531269,10,1.04868913857678,7.94007490636704,-24.2156597680744,-17.3242740002841,-2.26055598673591,4.63082978105436
"BOGOTA",2019-06-01,32.4649502057141,5.98368904716493,10,1.91335740072202,12.8880866425993,-30.5515928049921,-19.5768635631148,-4.07033164644291,6.90439759543435
"BOGOTA",2019-07-01,23.6939953502487,2.58321747632853,10,1.45669291338583,8.85826771653543,-22.2373024368629,-14.8357276337133,-1.12652456294271,6.2750502402069
"BOGOTA",2019-08-01,27.5227509520051,3.28166310124272,10,1.41221374045802,10.6870229007634,-26.1105372115471,-16.8357280512418,-1.8694493607847,7.40535979952064
"BOGOTA",2019-09-01,25.9368917298882,4.48845054279814,10,1.6988416988417,9.42084942084942,-24.2380500310465,-16.5160423090388,-2.78960884395645,4.93239887805128
"BOGOTA",2019-10-01,22.9449225768387,2.35242470947934,10,1.20481927710843,7.51004016064257,-21.7401032997303,-15.4348824161962,-1.14760543237091,5.15761545116323
"BOGOTA",2019-11-01,29.0170618531933,3.97359779024969,10,1.25,11.2121212121212,-27.7670618531933,-17.8049406410721,-2.72359779024969,7.23852342187153
"BOGOTA",2019-12-01,26.7403500522359,4.39995812436195,10,2.26890756302521,10.7983193277311,-24.4714424892107,-15.9420307245048,-2.13105056133674,6.39836120336915
"BOGOTA",2020-01-01,28.6894296101912,4.25112944899697,10,1.54761904761905,9.72222222222222,-27.1418105625721,-18.967207387969,-2.70351040137792,5.47109277322525
"BOGOTA",2020-02-01,25.0094472481078,3.52964803960661,10,1.55642023346304,8.56031128404669,-23.4530270146447,-16.4491359640611,-1.97322780614357,5.03066324444008
"BOGOTA",2020-03-01,31.5495654172691,8.28689916096296,10,8.10126582278481,20.7594936708861,-23.4482995944843,-10.790071746383,-0.185633338178153,12.4725945099231
"BOGOTA",2020-04-01,51.3606534252822,23.4848934820226,10,17.112462006079,33.2826747720365,-34.2481914192032,-18.0779786532458,-6.37243147594359,9.79778129001386
"BOGOTA",2020-05-01,57.0671506389935,26.9733326582606,10,21.5824915824916,42.3569023569024,-35.4846590565019,-14.7102482820912,-5.39084107576898,15.3835696986418
"BOGOTA",2020-06-01,53.5549549988986,23.8898318834462,10,17.8983050847458,35.3898305084746,-35.6566499141528,-18.165124490424,-5.99152679870041,11.4999986250284
"BOGOTA",2020-07-01,55.124144654866,20.8636440453979,10,14.0590405904059,37.0479704797048,-41.0651040644601,-18.0761741751612,-6.80460345499199,16.1843264343069
"BOGOTA",2020-08-01,40.4484770428925,10.8119332307742,10,7.16417910447761,23.3582089552239,-33.2842979384149,-17.0902680876687,-3.64775412629658,12.5462757244497
"BOGOTA",2020-09-01,39.4292654175564,11.3446264031477,10,7.63779527559055,22.3622047244095,-31.7914701419658,-17.0670606931469,-3.7068311275571,11.0175783212618
"BOGOTA",2020-10-01,34.6341962950342,9.84394833315583,10,5.94594594594595,20.6177606177606,-28.6882503490882,-14.0164356772735,-3.89800238720988,10.7738122846048
"BOGOTA",2020-11-01,30.4352227406932,6.90681371877626,10,4.54918032786885,15.6147540983607,-25.8860424128243,-14.8204686423325,-2.35763339090741,8.70794037958439
"BOGOTA",2020-12-01,34.422173611214,8.91597895905086,10,4.61240310077519,21.046511627907,-29.8097705104388,-13.3756619833071,-4.30357585827567,12.1305326688561
"CALI",2018-01-01,12.396798037361,1.73994282249802,10,1.49122807017544,8.46491228070175,-10.9055699671856,-3.93188575665924,-0.248714752322582,6.72496945820373
"CALI",2018-02-01,16.2687697368955,5.35445068323333,10,3.44398340248963,11.9502074688797,-12.8247863344059,-4.31856226801585,-1.9104672807437,6.59575678564634
"CALI",2018-03-01,13.7248710064583,1.80101095893459,10,0.862068965517242,8.53448275862069,-12.8628020409411,-5.19038824783762,-0.938941993417353,6.73347179968609
"CALI",2018-04-01,15.0304108164348,4.28796813621739,10,2.68722466960352,10.8370044052863,-12.3431861468313,-4.1934064111485,-1.60074346661386,6.54903626906896
"CALI",2018-05-01,12.1469814292435,2.93223877401973,10,2.15447154471545,8.04878048780488,-9.99250988452803,-4.0982009414386,-0.77776722930428,5.11654171378515
